country,year_month,latitude,longitude,year,month,temperature_celsius,feels_like_celsius,humidity,wind_kph,gust_kph,pressure_mb,precip_mm,uv_index,cloud,visibility_km,air_quality_PM2.5,air_quality_PM10
Tonga,2025-08,-21.1333,-175.2,2025.0,8.0,21.129032258064516,21.94516129032258,87.06451612903226,23.877419354838707,32.29677419354839,1016.3548387096774,0.05032258064516129,0.0,50.806451612903224,9.935483870967742,10.956774193548386,17.455645161290324
Tonga,2025-09,-21.1333,-175.2,2025.0,9.0,21.07241379310345,21.548275862068966,77.20689655172414,28.337931034482757,37.189655172413794,1018.3793103448276,0.02896551724137931,0.0,47.758620689655174,10.0,13.12551724137931,20.91965517241379
Tonga,2025-10,-21.1333,-175.2,2025.0,10.0,22.906451612903226,24.932258064516127,83.61290322580645,28.5258064516129,39.04516129032258,1017.9032258064516,0.04161290322580645,0.0,61.29032258064516,10.0,8.791935483870969,13.320967741935483
Tonga,2025-11,-21.1333,-175.2,2025.0,11.0,24.529999999999998,26.783333333333335,89.96666666666667,22.56,31.016666666666666,1011.9666666666667,0.7376666666666666,0.0,66.66666666666667,9.733333333333333,5.183333333333334,7.77
Tonga,2025-12,-21.1333,-175.2,2025.0,12.0,26.016129032258064,28.458064516129035,85.35483870967742,20.39032258064516,28.190322580645162,1010.516129032258,0.19129032258064516,0.0,58.70967741935484,9.96774193548387,5.885483870967741,8.79516129032258
Tonga,2026-01,-21.1333,-175.2,2026.0,1.0,27.886666666666667,32.083333333333336,86.2,20.216666666666665,27.436666666666667,1008.4333333333333,0.4643333333333333,0.0,62.9,10.0,4.973333333333333,7.1433333333333335
Tonga,2026-02,-21.1333,-175.19999999999996,2026.0,2.0,27.849999999999998,32.36666666666667,91.5,20.633333333333336,28.266666666666666,1008.1666666666666,0.33499999999999996,0.0,79.16666666666667,9.666666666666666,4.016666666666667,5.849999999999999
Trinidad and Tobago,2024-05,10.65,-61.52000000000001,2024.0,5.0,30.11764705882353,34.19411764705882,75.88235294117646,19.447058823529414,26.88823529411765,1014.0,0.1388235294117647,6.588235294117647,42.64705882352941,9.529411764705882,1.9529411764705884,5.952941176470588
Trinidad and Tobago,2024-06,10.65,-61.52,2024.0,6.0,29.386666666666667,33.766666666666666,77.83333333333333,15.786666666666667,21.646666666666665,1013.7,0.20299999999999999,6.5,52.333333333333336,9.833333333333334,1.4866666666666668,2.8833333333333333
Trinidad and Tobago,2024-07,10.65,-61.52,2024.0,7.0,27.36896551724138,31.155172413793103,82.44827586206897,9.186206896551724,16.53448275862069,1014.4137931034483,0.41793103448275865,6.413793103448276,38.48275862068966,9.758620689655173,1.3517241379310345,2.6620689655172414
Trinidad and Tobago,2024-08,10.65,-61.52,2024.0,8.0,26.858064516129033,30.451612903225808,84.41935483870968,6.45483870967742,13.687096774193549,1013.7741935483871,0.49451612903225806,6.419354838709677,40.516129032258064,9.741935483870968,1.2999999999999998,3.083870967741935
Trinidad and Tobago,2024-09,10.65,-61.52,2024.0,9.0,27.02,31.003333333333334,91.26666666666667,6.26,14.07,1011.4,0.22266666666666668,5.5,25.833333333333332,10.0,11.562000000000001,20.16783333333333
